100.0,5.6644e-10
101.0,5.9536e-10
102.0,6.3001e-10
103.0,6.6564e-10
104.0,7.0756e-10
105.0,7.4529e-10
106.0,7.9524e-10
107.0,8.41e-10
108.0,8.9401e-10
109.0,9.5481e-10
110.0,1.01124e-09
111.0,1.08241e-09
112.0,1.14921e-09
113.0,1.225e-09
114.0,1.31044e-09
115.0,1.39876e-09
116.0,1.48996e-09
117.0,1.59201e-09
118.0,1.70569e-09
119.0,1.82329e-09
120.0,1.94481e-09
121.0,2.08849e-09
122.0,2.23729e-09
123.0,2.401e-09
124.0,2.58064e-09
125.0,2.76676e-09
126.0,2.98116e-09
127.0,3.21489e-09
128.0,3.45744e-09
129.0,3.721e-09
130.0,3.99424e-09
131.0,4.30336e-09
132.0,4.66489e-09
133.0,5.041e-09
134.0,5.46121e-09
135.0,5.91361e-09
136.0,6.4e-09
137.0,6.93889e-09
138.0,7.53424e-09
139.0,8.17216e-09
140.0,8.89249e-09
141.0,9.66289e-09
142.0,1.0510145361e-08
143.0,1.1440013764e-08
144.0,1.2464159449e-08
145.0,1.3589730625e-08
146.0,1.4827445824e-08
147.0,1.6190526564e-08
148.0,1.7692192144e-08
149.0,1.9347697216e-08
150.0,2.1175197289e-08
155.0,3.3422786761e-08
160.0,5.3907088041e-08
165.0,8.8553261241e-08
170.0,1.46879796001e-07
175.0,2.40333296644e-07
180.0,3.61394547921e-07
185.0,3.83894246464e-07
190.0,9.2006055625e-08
195.0,2.76715977444e-07
200.0,7.18868275321e-07
205.0,1.0141698436e-06
210.0,2.2048389169e-06
215.0,5.3643655321e-06
220.0,1.14214933849e-05
225.0,2.47847652649e-05
230.0,6.33444075664e-05
235.0,0.00018155406564
240.0,0.00062574522201
245.0,0.00300261257521
250.0,0.012632186449
255.0,0.151963530625
260.0,0.7668855184
265.0,0.943588818225
270.0,0.983649387681
275.0,0.982455633721
280.0,0.987592725729
285.0,0.986404526041
290.0,0.984230663056
295.0,0.980426727225
300.0,0.9699295225
305.0,0.924720717376
310.0,0.684365725696
315.0,0.307269553761
320.0,0.107103689289
325.0,0.036519974404
330.0,0.0122722084
335.0,0.00397230188644
340.0,0.00126820029924
345.0,0.00041625792576
350.0,0.00014420647396
355.0,5.31684513889e-05
360.0,2.08257147904e-05
365.0,8.6196262464e-06
370.0,3.7528600729e-06
375.0,1.7335935556e-06
380.0,8.709368976e-07
385.0,5.91965588449e-07
390.0,3.21184026361e-07
395.0,1.4214600625e-08
400.0,9.13936e-09
405.0,3.67236e-09
410.0,6.6564e-10
415.0,6.3001e-12
420.0,4.5796e-10
425.0,1.38384e-09
430.0,2.37169e-09
435.0,2.1023840016e-08
440.0,1.764e-09
445.0,3.41056e-11
450.0,4.88601e-13
